"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"001","EURO","ITL","FRF","81999898","100","1","","00000000"
"811","M","GBP","ECU","80009898","1","1","EURX","00000000"
"810","M","PTE","ESP","81999898","1","1","","00000000"
"800","M","CHF","LUF","80009898","1","1","EURX","00000000"
"001","EURX","IEP","USD","81999898","1","1","","00000000"
"001","EURO","LUF","DEM","81999898","100","1","","00000000"
"810","M","PTE","GBP","81999898","1","1","","00000000"
"811","M","GBP","IEP","80009898","1","1","EURX","00000000"
"001","M","DKK","ESP","81999898","1","1","","00000000"
"800","M","CHF","NLG","80009898","1","1","EURX","00000000"
"001","EURO","LUF","EUR","81999898","1","1","","00000000"
"810","M","PTE","ITL","81999898","1","1","","00000000"
"001","EURX","ILS","DEM","81999898","100","1","","00000000"
"811","M","IEP","ATS","80009898","1","1","EURO","00000000"
"800","M","CHF","PTE","80009898","1","1","EURX","00000000"
"810","M","PTE","PTE","81999898","1","1","","00000000"
"001","EURO","LUF","FRF","81999898","1","1","","00000000"
"811","EURX","SKK","EUR","81999898","1","1","","00000000"
"001","M","DKK","FIM","81999898","1","1","","00000000"
"811","EURX","EUR","ARS","81999898","1","1","","00000000"
"811","M","ITL","ATS","80009898","1000","1","EURO","00000000"
"800","M","CLP","DEM","80009898","100","1","EURX","00000000"
"001","EURX","INR","DEM","81999898","100","1","","00000000"
"810","M","RUB","DEM","81999898","1","1","","00000000"
"001","EURO","NLG","DEM","81999898","100","1","","00000000"
"811","M","ITL","IEP","80009898","10000","1","EURO","00000000"
"810","M","RUB","RUB","81999898","1","1","","00000000"
"001","M","DKK","FRF","81999898","1","1","","00000000"
"811","EURX","USD","DEM","81999898","1","1","","00000000"
"001","EURX","ITL","USD","81999898","1","1","","00000000"
"001","EURO","NLG","EUR","81999898","1","1","","00000000"
"811","EURX","EUR","ATS","81999898","1","1","","00000000"
"811","M","JPY","MXN","80009898","1","1","","00000000"
"810","M","RUR","ATS","81999898","1","1","","00000000"
"001","EURO","NLG","FRF","81999898","1","1","","00000000"
"811","M","LUF","ATS","80009898","100","1","EURO","00000000"
"810","M","RUR","AUD","81999898","1","1","","00000000"
"001","M","DKK","GBP","81999898","1","1","","00000000"
"811","EURX","USD","EUR","81999898","1","1","","00000000"
"800","M","CLP","EUR","80009898","1","1","EURX","00000000"
"811","EURX","EUR","AUD","81999898","1","1","","00000000"
"001","EURX","JPY","DEM","81999898","100","1","","00000000"
"810","M","RUR","BEF","81999898","1","1","","00000000"
"001","EURO","PTE","DEM","81999898","100","1","","00000000"
"811","M","LUF","IEP","80009898","100","1","EURO","00000000"
"800","M","CNY","EUR","79939891","1","1","","00000000"
"810","M","RUR","CAD","81999898","1","1","","00000000"
"001","M","DKK","GRD","81999898","1","1","","00000000"
"811","M","NLG","ATS","80009898","1","1","EURO","00000000"
"001","EURO","PTE","EUR","81999898","1","1","","00000000"
"811","EURX","USD","FRF","81999898","1","1","","00000000"
"811","EURX","EUR","BEF","81999898","1","1","","00000000"
"800","M","CNY","USD","79939891","1","1","","00000000"
"001","EURX","KRW","DEM","81999898","100","1","","00000000"
"810","M","RUR","CHF","81999898","1","1","","00000000"
"811","M","NLG","IEP","80009898","1","1","EURO","00000000"
"001","EURO","PTE","FRF","81999898","100","1","","00000000"
"800","M","COP","DEM","80009898","100","1","EURX","00000000"
"810","M","RUR","CZK","81999898","1","1","","00000000"
"001","M","DKK","IEP","81999898","1","1","","00000000"
"811","EURX","VEB","DEM","81999898","100","1","","00000000"
"811","EURX","EUR","BRL","81999898","1","1","","00000000"
"811","M","NUC","CAD","80999898","1","1","","00000000"
"001","EURX","LUF","USD","81999898","1","1","","00000000"
"001","EURX","AED","DEM","81999898","100","1","","00000000"
"810","M","RUR","DEM","81999898","1","1","","00000000"
"800","M","COP","EUR","80009898","1","1","EURX","00000000"
"811","M","PTE","ATS","80009898","100","1","EURO","00000000"
"810","M","RUR","RUR","81999898","1","1","","00000000"
"001","M","DKK","ITL","81999898","1","1","","00000000"
"001","EURX","MXN","DEM","81999898","100","1","","00000000"
"811","EURX","VEB","EUR","81999898","1","1","","00000000"
"001","EURX","AED","EUR","81999898","1","1","","00000000"
"811","EURX","EUR","CAD","81999898","1","1","","00000000"
"811","M","PTE","IEP","80009898","100","1","EURO","00000000"
"800","M","CZK","DEM","80009898","100","1","EURX","00000000"
"810","M","RUR","UAK","81999898","1","1","","00000000"
"800","M","CZK","EUR","80009898","1","1","EURX","00000000"
"001","EURX","ARS","DEM","81999898","100","1","","00000000"
"810","M","SEK","DEM","81999898","1","1","","00000000"
"001","M","DKK","LUF","81999898","1","1","","00000000"
"800","M","DEM","BEF","80009898","1","1","EURO","00000000"
"811","M","USD","ECU","80009898","1","1","EURX","00000000"
"001","EURX","MYR","DEM","81999898","100","1","","00000000"
"811","G","ATS","DEM","81999898","1","1","","00000000"
"001","EURX","ARS","EUR","81999898","1","1","","00000000"
"810","M","SEK","FIM","81999898","1","1","","00000000"
"811","EURX","EUR","CHF","81999898","1","1","","00000000"
"800","M","DEM","ESP","80009898","1","1","EURO","00000000"
"811","M","USD","IEP","80009898","1","1","EURX","00000000"
"001","EURX","AUD","EUR","81999898","1","1","","00000000"
"810","M","SEK","FRF","81999898","1","1","","00000000"
"001","M","DKK","NLG","81999898","1","1","","00000000"
"001","EURX","NLG","USD","81999898","1","1","","00000000"
"811","G","ATS","EUR","81999898","1","1","","00000000"
"800","M","DEM","FIM","80009898","1","1","EURO","00000000"
"810","M","SEK","GBP","81999898","1","1","","00000000"
"001","EURX","BGN","EUR","81999898","1","1","","00000000"
"811","EURX","EUR","CLP","81999898","1","1","","00000000"
"811","M","USD","JPY","80009898","1","1","EURX","00000000"
"811","G","BEF","DEM","81999898","1","1","","00000000"
"001","EURX","NOK","DEM","81999898","100","1","","00000000"
"001","M","DKK","NOK","81999898","1","1","","00000000"
"810","M","SEK","SEK","81999898","1","1","","00000000"
"800","M","DEM","FRF","80009898","1","1","EURO","00000000"
"001","EURX","BRL","EUR","81999898","1","1","","00000000"
"811","M","USD","UNI","79978768","1","1","","00000000"
"811","EURX","EUR","COP","81999898","1","1","","00000000"
"810","M","SGD","ATS","81999898","1","1","","00000000"
"001","EURX","NZD","DEM","81999898","1","1","","00000000"
"811","G","BEF","EUR","81999898","1","1","","00000000"
"001","EURX","CAD","EUR","81999898","1","1","","00000000"
"800","M","DEM","ITL","80009898","1","1","EURO","00000000"
"810","M","SGD","BEF","81999898","1","1","","00000000"
"001","M","DKK","PTE","81999898","1","1","","00000000"
"812","M","ATS","IEP","80009898","100","1","EURO","00000000"
"811","EURX","EUR","CZK","81999898","1","1","","00000000"
"810","M","SGD","CAD","81999898","1","1","","00000000"
"812","M","BEF","ATS","80009898","100","1","EURO","00000000"
"800","M","DEM","LUF","80009898","1","1","EURO","00000000"
"001","EURX","CHF","EUR","81999898","1","1","","00000000"
"811","G","CAD","DEM","81999898","1","1","","00000000"
"001","EURX","PTE","USD","81999898","1","1","","00000000"
"810","M","SGD","DEM","81999898","1","1","","00000000"
"811","EURX","EUR","DKK","81999898","1","1","","00000000"
"001","M","DKK","SEK","81999898","1","1","","00000000"
"812","M","BEF","IEP","80009898","100","1","EURO","00000000"
"800","M","DEM","NLG","80009898","1","1","EURO","00000000"
"001","EURX","CHF","FRF","81999898","1","1","","00000000"
"810","M","SGD","ESP","81999898","1","1","","00000000"
"811","G","CAD","EUR","81999898","1","1","","00000000"
"001","M","ARS","COP","81999898","1","1000","","00000000"
"811","EURX","EUR","ECU","81999898","1","1","","00000000"
"812","M","DEM","ATS","80009898","1","1","EURO","00000000"
"800","M","DEM","PTE","80009898","1","1","EURO","00000000"
"001","M","ESP","BEF","81999898","1","1","","00000000"
"810","M","SGD","FFR","81999898","1","1","","00000000"
"001","EURX","CLP","EUR","81999898","1","1","","00000000"
"812","M","DEM","IEP","80009898","1","1","EURO","00000000"
"811","G","CAD","FRF","81999898","1","1","","00000000"
"811","EURX","EUR","ESP","81999898","1","1","","00000000"
"800","M","DEM","USD","80009898","1","1","EURX","00000000"
"810","M","SGD","FRF","81999898","1","1","","00000000"
"812","M","ESP","ATS","80009898","100","1","EURO","00000000"
"001","EURX","CNY","EUR","81999898","1","1","","00000000"
"001","M","ATS","EUR","81999898","1","1","EURO","00000000"
"001","M","ESP","GBP","81999898","1","1","","00000000"
"800","M","ESP","BEF","80009898","100","1","EURO","00000000"
"810","M","SGD","GBP","81999898","1","1","","00000000"
"811","G","CHF","DEM","81999898","1","1","","00000000"
"811","EURX","EUR","FIM","81999898","1","1","","00000000"
"812","M","ESP","IEP","80009898","100","1","EURO","00000000"
"001","EURX","COP","EUR","81999898","1000","1","","00000000"
"810","M","SKK","CZK","81999898","1","1","","00000000"
"001","M","BEF","EUR","81999898","1","1","EURO","00000000"
"800","M","ESP","DEM","80009898","100","1","EURO","00000000"
"812","M","FIM","ATS","80009898","1","1","EURO","00000000"
"811","EURX","EUR","GBP","81999898","100","1","","00000000"
"811","G","CHF","EUR","81999898","1","1","","00000000"
"001","EURX","CYP","EUR","81999898","1","1","","00000000"
"810","M","USD","ATS","81999898","1","1","","00000000"
"800","M","ESP","FIM","80009898","100","1","EURO","00000000"
"001","M","ESP","GRD","81999898","1","1","","00000000"
"001","M","BRL","COP","81999898","1","1000","","00000000"
"812","M","FIM","IEP","80009898","1","1","EURO","00000000"
"810","M","USD","AUD","81999898","1","1","","00000000"
"001","EURX","CZK","EUR","81999898","1","1","","00000000"
"811","EURX","EUR","HRK","81999898","1","1","","00000000"
"812","M","FRF","ATS","80009898","1","1","EURO","00000000"
"800","M","ESP","FRF","80009898","1","1","EURO","00000000"
"810","M","USD","BEF","81999898","1","1","","00000000"
"811","G","DEM","DEM","81999898","1","1","","00000000"
"001","M","ESP","IEP","81999898","1","1","","00000000"
"001","M","CAD","COP","81999898","1","1000","","00000000"
"001","EURX","DKK","EUR","81999898","1","1","","00000000"
"810","M","USD","CAD","81999898","1","1","","00000000"
"812","M","FRF","IEP","80009898","1","1","EURO","00000000"
"800","M","ESP","ITL","80009898","1","1","EURO","00000000"
"811","EURX","EUR","HUF","81999898","1","1","","00000000"
"811","G","DEM","EUR","81999898","1","1","","00000000"
"001","M","CLP","ARS","81999898","1000","1","","00000000"
"001","M","ESP","ITL","81999898","1","1","","00000000"
"810","M","USD","CHF","81999898","1","1","","00000000"
"812","M","IEP","ATS","80009898","1","1","EURO","00000000"
"800","M","ESP","LUF","80009898","100","1","EURO","00000000"
"001","EURX","DKK","FRF","81999898","1","1","","00000000"
"811","EURX","EUR","IEP","81999898","100","1","","00000000"
"810","M","USD","CZK","81999898","1","1","","00000000"
"812","M","ITL","ATS","80009898","1000","1","EURO","00000000"
"811","G","DEM","FRF","81999898","1","1","","00000000"
"800","M","ESP","NLG","80009898","100","1","EURO","00000000"
"001","M","CLP","BRL","81999898","1000","1","","00000000"
"001","M","ESP","LUF","81999898","1","1","","00000000"
"001","EURX","EUR","FRF","81999898","1","1","","00000000"
"810","M","USD","DEM","81999898","1","1","","00000000"
"812","M","ITL","IEP","80009898","1000","1","EURO","00000000"
"811","EURX","EUR","ITL","81999898","1","1","","00000000"
"800","M","ESP","PTE","80009898","1","1","EURO","00000000"
"810","M","USD","DKK","81999898","1","1","","00000000"
"812","M","LUF","ATS","80009898","100","1","EURO","00000000"
"001","EURX","GBP","EUR","81999898","1","1","","00000000"
"811","G","EUR","DEM","81999898","1","1","","00000000"
"800","M","FIM","BEF","80009898","1","1","EURO","00000000"
"001","M","CLP","CAD","81999898","1000","1","","00000000"
"811","EURX","EUR","JPY","81999898","1","1","","00000000"
"001","M","ESP","PTE","81999898","1","1","","00000000"
"810","M","USD","ECU","81999898","1","1","","00000000"
"001","EURX","GBP","FRF","81999898","1","1","","00000000"
"812","M","LUF","IEP","80009898","100","1","EURO","00000000"
"800","M","FIM","DEM","80009898","1","1","EURO","00000000"
"810","M","USD","ESP","81999898","1","1","","00000000"
"001","M","CLP","DEM","81999898","100","1","","00000000"
"812","M","NLG","ATS","80009898","1","1","EURO","00000000"
"811","G","EUR","EUR","81999898","1","1","","00000000"
"800","M","FIM","ESP","80009898","1","1","EURO","00000000"
"001","M","EUR","AED","81999898","1","1","","00000000"
"810","M","USD","FFR","81999898","1","1","","00000000"
"811","EURX","EUR","KWD","81999898","100","1","","00000000"
"001","EURX","GRD","EUR","81999898","1","1","","00000000"
"812","M","NLG","IEP","80009898","1","1","EURO","00000000"
"800","M","FIM","FRF","80009898","1","1","EURO","00000000"
"001","M","CLP","JPY","81999898","100","1","","00000000"
"810","M","USD","FIM","81999898","1","1","","00000000"
"811","G","EUR","FRF","81999898","1","1","","00000000"
"812","M","PTE","ATS","80009898","100","1","EURO","00000000"
"811","EURX","EUR","LTL","81999898","100","1","","00000000"
"800","M","FIM","ITL","80009898","1","1","EURO","00000000"
"810","M","USD","FRF","81999898","1","1","","00000000"
"001","M","EUR","ARS","81999898","1","1","","00000000"
"001","EURX","GRD","FRF","81999898","100","1","","00000000"
"812","M","PTE","IEP","80009898","100","1","EURO","00000000"
"001","M","CLP","MXN","81999898","100","1","","00000000"
"811","G","FIM","DEM","81999898","1","1","","00000000"
"810","M","USD","GBP","81999898","1","1","","00000000"
"800","M","USD","INR","81999898","1","1"," ","00000000"
"800","M","FIM","LUF","80009898","1","1","EURO","00000000"
"811","EURX","EUR","LUF","81999898","1","1","","00000000"
"001","M","EUR","AUD","81999898","1","1","","00000000"
"001","M","CLP","PEN","81999898","1000","1","","00000000"
"810","M","USD","ITL","81999898","1","1","","00000000"
"800","M","FIM","NLG","80009898","1","1","EURO","00000000"
"811","G","FIM","EUR","81999898","100","1","","00000000"
"001","EURX","HKD","EUR","81999898","1","1","","00000000"
"811","EURX","EUR","MXN","81999898","1","100","","00000000"
"810","M","USD","LIT","81999898","1","1","","00000000"
"800","M","FIM","PTE","80009898","1","1","EURO","00000000"
"001","M","CNY","DEM","81999898","100","1","","00000000"
"001","M","EUR","BGN","81999898","1","1","","00000000"
"810","M","USD","MXN","81999898","1","1","","00000000"
"811","G","FRF","DEM","81999898","1","1","","00000000"
"001","EURX","HRK","EUR","81999898","1","1","","00000000"
"800","M","FRF","BEF","80009898","1","1","EURO","00000000"
"811","EURX","EUR","NLG","81999898","1","1","","00000000"
"810","M","USD","NOK","81999898","1","1","","00000000"
"001","M","COP","ARS","81999898","1000","1","","00000000"
"800","M","FRF","DEM","80009898","1","1","EURO","00000000"
"811","G","FRF","EUR","81999898","1","1","","00000000"
"810","M","USD","PTE","81999898","1","1","","00000000"
"001","M","EUR","BRL","81999898","1","1","","00000000"
"001","EURX","HUF","EUR","81999898","1","1","","00000000"
"800","M","FRF","ESP","80009898","1","1","EURO","00000000"
"811","EURX","EUR","NOK","81999898","1","1","","00000000"
"001","M","COP","BRL","81999898","1000","1","","00000000"
"810","M","USD","RUB","81999898","1","1","","00000000"
"800","M","FRF","FIM","80009898","1","1","EURO","00000000"
"811","G","FRF","FRF","81999898","1","1","","00000000"
"001","M","EUR","CAD","81999898","1","1","","00000000"
"810","M","USD","RUR","81999898","1","1","","00000000"
"001","EURX","IDR","EUR","81999898","1000","1","","00000000"
"001","M","COP","CAD","81999898","1000","1","","00000000"
"811","EURX","EUR","PEN","81999898","1","1","","00000000"
"800","M","FRF","ITL","80009898","1","1","EURO","00000000"
"810","M","USD","SEK","81999898","1","1","","00000000"
"810","M","USD","SFR","81999898","1","1","","00000000"
"811","G","ITL","DEM","81999898","1000","1","","00000000"
"811","EURX","EUR","PLN","81999898","1","1","","00000000"
"001","M","COP","DEM","81999898","1000","1","","00000000"
"001","M","EUR","CHF","81999898","1","1","","00000000"
"800","M","FRF","LUF","80009898","1","1","EURO","00000000"
"810","M","USD","USDN","81999898","1","1","","00000000"
"001","EURX","ILS","EUR","81999898","1","1","","00000000"
"800","M","FRF","NLG","80009898","1","1","EURO","00000000"
"810","M","USD","ZAR","81999898","1","1","","00000000"
"811","G","ITL","EUR","81999898","1000","1","","00000000"
"001","M","COP","EUR","81999898","1000","1","","00000000"
"811","EURX","EUR","PTE","81999898","1","1","","00000000"
"001","M","EUR","CLP","81999898","1","1","","00000000"
"001","EURX","INR","EUR","81999898","1","1","","00000000"
"810","M","ZAR","DEM","81999898","1","1","","00000000"
"800","M","FRF","PTE","80009898","1","1","EURO","00000000"
